rank,token,occurrences,dominant_bm,dominant_count,outlier_bm,outlier_count,recommended_primary_bm,allowed_alternates_bm,flags,score,sample_keys,sample_english,policy_note
2445,جَآءَ,57,datang,35,dia datang,1,datang,,outside_policy | annotative_expansion,46.42,37:84:2,he came,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2446,عَذَابٌ,48,azab,25,seksaan,9,azab,,outside_policy,46.40,2:7:11 | 2:10:8 | 2:104:11 | 5:33:33 | 5:36:23,(is) a punishment | (is) a punishment | (is) a punishment | (is) a punishment | (is) a punishment,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2447,فِي,1098,dalam,380,dalam/bagi,1,dalam,di | di dalam | pada | tentang,outside_policy | slash_gloss | annotative_expansion,46.38,26:84:5,among,Gunakan `dalam` sebagai default. Tukar kepada `pada` atau `tentang` hanya jika binaan jelas menuntut bacaan tempat atau topik.
2448,فِي,1098,dalam,380,dalam/demi,1,dalam,di | di dalam | pada | tentang,outside_policy | slash_gloss | annotative_expansion,46.38,18:104:4,in,Gunakan `dalam` sebagai default. Tukar kepada `pada` atau `tentang` hanya jika binaan jelas menuntut bacaan tempat atau topik.
2449,فِي,1098,dalam,380,dalam/demikian,1,dalam,di | di dalam | pada | tentang,outside_policy | slash_gloss | annotative_expansion,46.38,29:51:10,in,Gunakan `dalam` sebagai default. Tukar kepada `pada` atau `tentang` hanya jika binaan jelas menuntut bacaan tempat atau topik.
2450,فِي,1098,dalam,380,dalam/di antara,1,dalam,di | di dalam | pada | tentang,outside_policy | slash_gloss | annotative_expansion,46.38,23:94:4,among,Gunakan `dalam` sebagai default. Tukar kepada `pada` atau `tentang` hanya jika binaan jelas menuntut bacaan tempat atau topik.
2451,فِي,1098,dalam,380,dalam/kepada,1,dalam,di | di dalam | pada | tentang,outside_policy | slash_gloss | annotative_expansion,46.38,36:68:4,in,Gunakan `dalam` sebagai default. Tukar kepada `pada` atau `tentang` hanya jika binaan jelas menuntut bacaan tempat atau topik.
2452,فِي,1098,dalam,380,dalam/menurut,1,dalam,di | di dalam | pada | tentang,outside_policy | slash_gloss | annotative_expansion,46.38,30:56:8,by,Gunakan `dalam` sebagai default. Tukar kepada `pada` atau `tentang` hanya jika binaan jelas menuntut bacaan tempat atau topik.
2453,فِي,1098,dalam,380,dalam/untuk,1,dalam,di | di dalam | pada | tentang,outside_policy | slash_gloss | annotative_expansion,46.38,2:256:3,in,Gunakan `dalam` sebagai default. Tukar kepada `pada` atau `tentang` hanya jika binaan jelas menuntut bacaan tempat atau topik.
2454,فِي,1098,dalam,380,di dalam/kerana,1,dalam,di | di dalam | pada | tentang,outside_policy | slash_gloss | annotative_expansion,46.38,24:14:10,in,Gunakan `dalam` sebagai default. Tukar kepada `pada` atau `tentang` hanya jika binaan jelas menuntut bacaan tempat atau topik.
2455,فِي,1098,dalam,380,di dalam/menurut,1,dalam,di | di dalam | pada | tentang,outside_policy | slash_gloss | annotative_expansion,46.38,12:76:18,by,Gunakan `dalam` sebagai default. Tukar kepada `pada` atau `tentang` hanya jika binaan jelas menuntut bacaan tempat atau topik.
2456,فِي,1098,dalam,380,di/dalam,1,dalam,di | di dalam | pada | tentang,outside_policy | slash_gloss | annotative_expansion,46.38,14:45:2,in,Gunakan `dalam` sebagai default. Tukar kepada `pada` atau `tentang` hanya jika binaan jelas menuntut bacaan tempat atau topik.
2457,فِي,1098,dalam,380,pada/dalam,1,dalam,di | di dalam | pada | tentang,outside_policy | slash_gloss | annotative_expansion,46.38,59:17:4,(will be) in,Gunakan `dalam` sebagai default. Tukar kepada `pada` atau `tentang` hanya jika binaan jelas menuntut bacaan tempat atau topik.
2458,مَعَهُۥ,19,bersama dia,9,bersamanya,6,bersama dia,,outside_policy,46.38,2:214:22 | 3:146:5 | 5:36:12 | 23:91:8 | 24:62:9,with him | with him | with it | with Him | with him,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2459,رَبُّ,18,Tuhan,11,Tuhan Pemelihara,1,Tuhan,,outside_policy | annotative_expansion,46.33,23:116:9,(the) Lord,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2460,لَفِي,27,benar-benar dalam,14,sungguh dalam,9,benar-benar dalam,,outside_policy,46.33,3:164:23 | 11:110:15 | 12:8:13 | 12:95:4 | 13:5:9,"certainly in | surely (are) in | (is) surely in | surely (are) in | (be) indeed, in",Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2461,ذُو,25,mempunyai,19,memiliki/mempunyai,2,mempunyai,,outside_policy | slash_gloss | annotative_expansion,46.30,62:4:8 | 85:15:1,(is the) Possessor | Owner (of),Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2462,فِيهِۚ,17,di dalamnya,8,padanya,6,di dalamnya,,outside_policy,46.28,2:267:24 | 3:9:8 | 10:61:20 | 42:11:13 | 46:8:17,[in it] | in it | in it | thereby | concerning it,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2463,كُنتُ,15,adalah aku,6,aku adalah,4,adalah aku,,outside_policy,46.25,5:116:28 | 11:63:5 | 11:88:5 | 46:9:3,I had | I am | I am | I am,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2464,وَرَسُولِهِۦ,15,dan Rasul-Nya,7,dan rasul-Nya,6,dan Rasul-Nya,,outside_policy,46.17,33:31:5 | 48:13:5 | 49:15:6 | 57:7:3 | 61:11:3,and His Messenger | and His Messenger | and His Messenger | and His Messenger | and His Messenger,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2465,وَٱتَّقُواْ,38,dan bertakwalah,28,dan bertakwalah kamu,5,dan bertakwalah,,outside_policy | long_gloss | entity_or_pronoun_shift | annotative_expansion,46.11,2:233:57 | 5:88:7 | 5:96:16 | 26:132:1 | 26:184:1,And fear | And fear | And be conscious | And fear | And fear,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2466,أَمۡ,103,atau,62,atau apakah,1,atau,,outside_policy | annotative_expansion,46.06,13:33:14,Or,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2467,لَهُ,30,bagi-Nya,10,bagi-Nya/kepunyaan-Nya,1,bagi-Nya,,outside_policy | slash_gloss | annotative_expansion,46.00,35:13:19,for Him,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2468,مَآءٗ,20,air,15,air (hujan),2,air,,outside_policy | parenthetical | annotative_expansion,46.00,20:53:13 | 35:27:8,water | water,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2469,هِيَ,45,ia,15,ia (cara),1,ia,dia | itulah,outside_policy | parenthetical | annotative_expansion,46.00,41:34:8,[it],Pronomina feminin; jangan tambah frasa penjelas kecuali perlu.
2470,هِيَ,45,ia,15,ia/adalah,1,ia,dia | itulah,outside_policy | slash_gloss | annotative_expansion,46.00,73:6:4,it,Pronomina feminin; jangan tambah frasa penjelas kecuali perlu.
2471,هِيَ,45,ia,15,ia/ayat,1,ia,dia | itulah,outside_policy | slash_gloss | annotative_expansion,46.00,43:48:6,it,Pronomina feminin; jangan tambah frasa penjelas kecuali perlu.
2472,هِيَ,45,ia,15,ia/bumi,1,ia,dia | itulah,outside_policy | slash_gloss | annotative_expansion,46.00,67:16:10,it,Pronomina feminin; jangan tambah frasa penjelas kecuali perlu.
2473,هِيَ,45,ia,15,ia/ini,1,ia,dia | itulah,outside_policy | slash_gloss | annotative_expansion,46.00,20:18:2,It,Pronomina feminin; jangan tambah frasa penjelas kecuali perlu.
2474,هِيَ,45,ia,15,ia/kebangkitan,1,ia,dia | itulah,outside_policy | slash_gloss | annotative_expansion,46.00,37:19:2,it,Pronomina feminin; jangan tambah frasa penjelas kecuali perlu.
2475,هِيَ,45,ia,15,ia/kehidupan,1,ia,dia | itulah,outside_policy | slash_gloss | annotative_expansion,46.00,6:29:3,it (is),Pronomina feminin; jangan tambah frasa penjelas kecuali perlu.
2476,هِيَ,45,ia,15,ia/malam itu,1,ia,dia | itulah,outside_policy | slash_gloss | annotative_expansion,46.00,97:5:2,it (is),Pronomina feminin; jangan tambah frasa penjelas kecuali perlu.
2477,هِيَ,45,ia,15,ia/negeri itu,1,ia,dia | itulah,outside_policy | slash_gloss | annotative_expansion,46.00,47:13:4,which,Pronomina feminin; jangan tambah frasa penjelas kecuali perlu.
2478,هِيَ,45,ia,15,ia/neraka,1,ia,dia | itulah,outside_policy | slash_gloss | annotative_expansion,46.00,79:39:3,it,Pronomina feminin; jangan tambah frasa penjelas kecuali perlu.
2479,هِيَ,45,ia,15,ia/pengembalian,1,ia,dia | itulah,outside_policy | slash_gloss | annotative_expansion,46.00,79:13:2,it,Pronomina feminin; jangan tambah frasa penjelas kecuali perlu.
2480,هِيَ,45,ia,15,ia/semuanya,1,ia,dia | itulah,outside_policy | slash_gloss | annotative_expansion,46.00,7:32:13,They,Pronomina feminin; jangan tambah frasa penjelas kecuali perlu.
2481,هِيَ,45,ia,15,ia/tangan itu,1,ia,dia | itulah,outside_policy | slash_gloss | annotative_expansion,46.00,26:33:4,It,Pronomina feminin; jangan tambah frasa penjelas kecuali perlu.
2482,هِيَ,45,ia,15,ia/tongkat,1,ia,dia | itulah,outside_policy | slash_gloss | annotative_expansion,46.00,20:20:3,It,Pronomina feminin; jangan tambah frasa penjelas kecuali perlu.
2483,هِيَ,45,ia,15,ia/tongkat itu,1,ia,dia | itulah,outside_policy | slash_gloss | annotative_expansion,46.00,26:32:4,It,Pronomina feminin; jangan tambah frasa penjelas kecuali perlu.
2484,ٱلرَّسُولَ,15,Rasul,9,rasul itu,1,Rasul,,outside_policy | annotative_expansion,46.00,73:16:3,the Messenger,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2485,ٱلۡأَوَّلِينَ,30,orang-orang dahulu,10,orang-orang dahulu kala,1,orang-orang dahulu,orang-orang terdahulu | terdahulu,outside_policy | long_gloss | annotative_expansion,46.00,8:31:17,(of) the former (people),Kekalkan gloss relatif yang stabil; jangan tambah rujukan entiti pada token ini.
2486,لَمَّا,25,tatkala,12,ketika,7,tatkala,,outside_policy,45.97,6:5:4 | 10:13:6 | 26:21:3 | 32:24:6 | 41:41:5,when | when | when | when | when,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2487,مِّمَّا,50,dari apa,24,dari apa (harta),2,dari apa,dari apa yang | daripada apa,outside_policy | parenthetical | long_gloss | annotative_expansion,45.90,4:7:3 | 4:7:9,of what | of what,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2488,إِنۡ,91,jika,29,bahawa,3,jika,tidak | tidak lain | tidaklah,outside_policy,45.89,7:188:22 | 44:35:1 | 58:2:9,Not | Not | Not,"Bezakan bentuk syarat dan nafi berdasarkan konteks, tetapi kekalkan gloss stabil apabila ragu."
2489,إِنۡ,91,jika,29,sesungguhnya,3,jika,tidak | tidak lain | tidaklah,outside_policy,45.89,7:155:23 | 20:63:2 | 81:27:1,Not | Indeed | Not,"Bezakan bentuk syarat dan nafi berdasarkan konteks, tetapi kekalkan gloss stabil apabila ragu."
2490,فَلَمَّآ,21,maka setelah,10,maka tatkala,7,maka setelah,,outside_policy,45.86,12:66:16 | 12:96:1 | 20:11:1 | 28:19:1 | 28:30:1,And when | Then when | Then when | Then when | But when,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2491,لَمِنَ,21,sungguh dari/termasuk,9,benar-benar termasuk,5,sungguh dari/termasuk,,outside_policy,45.86,2:130:17 | 26:186:8 | 37:123:3 | 37:139:3 | 38:47:3,surely (will be) among | surely (are) of | (was) surely of | (was) surely of | (are) from,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2492,مِنۡهَا,51,daripadanya,38,daripadanya (syurga),2,daripadanya,,outside_policy | parenthetical | annotative_expansion,45.85,2:38:3 | 7:18:3,from it | of it,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2493,إِلَىٰ,211,kepada,157,kepada/untuk,2,kepada,,outside_policy | slash_gloss | annotative_expansion,45.82,10:12:19 | 62:9:11,for | to,Gunakan gloss dominan Quranic sebagai default. Override hanya bila struktur sintaks jelas memaksa makna lain.
2494,لِّمَا,21,terhadap apa,10,terhadap apa (Kitab),2,terhadap apa,,outside_policy | parenthetical | long_gloss | annotative_expansion,45.79,5:46:8 | 5:46:19,what | what,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2495,مَا,707,apa,419,kenapa,1,apa,apa yang | tidak | tidak ada,outside_policy | annotative_expansion,45.78,37:92:1,What (is),Defaultkan kepada `apa`. Tukar hanya bila sintaks jelas menunjukkan partikel nafi atau kata hubung relatif.
2496,مَا,707,apa,419,segala apa,1,apa,apa yang | tidak | tidak ada,outside_policy | annotative_expansion,45.78,4:170:16,whatever,Defaultkan kepada `apa`. Tukar hanya bila sintaks jelas menunjukkan partikel nafi atau kata hubung relatif.
2497,مِنۡ,253,dari,223,dari/sebagian,3,dari,,outside_policy | slash_gloss | annotative_expansion,45.78,12:102:2 | 20:99:4 | 53:18:3,(is) from | from | of,Gunakan gloss dominan Quranic sebagai default. Override hanya bila struktur sintaks jelas memaksa makna lain.
2498,وَرَسُولَهُۥ,19,dan Rasul-Nya,9,dan rasul-Nya,7,dan Rasul-Nya,,outside_policy,45.78,5:33:6 | 33:29:5 | 33:36:20 | 48:17:16 | 49:14:18,and His Messenger | and His Messenger | and His Messenger | and His Messenger | and His Messenger,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2499,لَّن,22,tidak,13,sekali-kali tidak,1,tidak,,outside_policy | annotative_expansion,45.73,4:172:1,Never,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2500,لَّن,22,tidak,13,tidak dapat,1,tidak,,outside_policy | annotative_expansion,45.73,73:20:22,not,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2501,لَّن,22,tidak,13,tidaklah,1,tidak,,outside_policy | annotative_expansion,45.73,33:16:2,Never,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2502,فَلَا,145,maka tidak,47,maka tidak boleh,1,maka tidak,maka jangan | maka janganlah | maka tidak ada,outside_policy | long_gloss | annotative_expansion,45.72,2:197:8,then no,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2503,فَلَا,145,maka tidak,47,maka tidak/janganlah,1,maka tidak,maka jangan | maka janganlah | maka tidak ada,outside_policy | slash_gloss | annotative_expansion,45.72,35:8:16,So (let) not,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2504,بَل,16,bahkan,5,tetapi,3,bahkan,,outside_policy,45.71,2:88:4 | 4:158:1 | 52:36:5,Nay | Nay | Nay,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2505,ٱلۡقُرۡءَانَ,20,Al-Quran,9,Al Qur'an,6,Al-Quran,,outside_policy,45.67,25:30:8 | 27:76:3 | 46:29:8 | 47:24:3 | 73:4:5,the Quran | [the] Quran | (to) the Quran | (over) the Quran | the Quran,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2506,حَرَّمَ,17,mengharamkan,10,Dia mengharamkan,1,mengharamkan,,outside_policy | annotative_expansion,45.65,2:173:2,He has forbidden,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2507,حَرَّمَ,17,mengharamkan,10,yang mengharamkan,1,mengharamkan,,outside_policy | annotative_expansion,45.65,3:93:9,made unlawful,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2508,مَن,223,orang,69,siapa yang,3,siapa,barang siapa | orang | orang yang,outside_policy,45.62,40:15:10 | 42:13:33 | 48:25:31,whom | whom | whom,Pilih `siapa` untuk fungsi soal/syarat; `orang/ orang yang` untuk fungsi relatif.
2509,ٱلۡأٓيَٰتِ,25,ayat-ayat,8,ayat-ayat(Nya),1,ayat-ayat,ayat-ayat itu | ayat-ayat/tanda-tanda | tanda-tanda,outside_policy | parenthetical | annotative_expansion,45.60,2:266:33,(His) Signs,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2510,ٱلۡأٓيَٰتِ,25,ayat-ayat,8,ayat-ayat/bukti-bukti,1,ayat-ayat,ayat-ayat itu | ayat-ayat/tanda-tanda | tanda-tanda,outside_policy | slash_gloss | annotative_expansion,45.60,3:58:5,the Verses,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2511,إِنۡ,91,jika,29,jika/tidaklah,1,jika,tidak | tidak lain | tidaklah,outside_policy | slash_gloss | annotative_expansion,45.56,23:37:1,Not,"Bezakan bentuk syarat dan nafi berdasarkan konteks, tetapi kekalkan gloss stabil apabila ragu."
2512,مِنَ,412,dari,303,dari/dengan,2,dari,,outside_policy | slash_gloss | annotative_expansion,45.56,11:119:12 | 17:24:5,with | (out) of,Gunakan gloss dominan Quranic sebagai default. Override hanya bila struktur sintaks jelas memaksa makna lain.
2513,أَشَدُّ,18,lebih/sangat,3,lebih,2,lebih/sangat,sangat,outside_policy,45.50,41:15:10 | 41:15:20,(is) mightier | (is) Mightier,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2514,جَآءَهُم,15,datang kepada mereka,7,telah datang kepada mereka,2,datang kepada mereka,,outside_policy | long_gloss | entity_or_pronoun_shift | annotative_expansion,45.50,29:39:5 | 53:23:22,came to them | has come to them,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2515,مِنۡهُ,45,daripadanya,33,daripadanya/kerananya,2,daripadanya,,outside_policy | slash_gloss | annotative_expansion,45.50,19:90:4 | 39:23:9,therefrom | from it,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2516,كُلّٞ,19,masing-masing,6,masing-masing/semua,1,masing-masing,semuanya,outside_policy | slash_gloss | annotative_expansion,45.47,40:48:5,all,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2517,كُلّٞ,19,masing-masing,6,masing-masing/semuanya,1,masing-masing,semuanya,outside_policy | slash_gloss | annotative_expansion,45.47,38:19:3,all,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2518,كُلّٞ,19,masing-masing,6,tiap-tiap/masing-masing,1,masing-masing,semuanya,outside_policy | slash_gloss | annotative_expansion,45.47,21:33:8,each,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
2519,لَيۡسَ,38,tidak,12,yang tidak ada,1,tidak,tidak ada | tidak/bukan,outside_policy | long_gloss | annotative_expansion,45.47,17:36:4,not,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
